id,title,year,abstract,cited_by_count
https://openalex.org/W2061352695,Sustainable development: mapping different approaches,2005,"Sustainable development, although a widely used phrase and idea, has many different meanings and therefore provokes many different responses. In broad terms, the concept of sustainable development is an attempt to combine growing concerns about a range of environmental issues with socio-economic issues. To aid understanding of these different policies this paper presents a classification and mapping of different trends of thought on sustainable development, their political and policy frameworks and their attitudes towards change and means of change. Sustainable development has the potential to address fundamental challenges for humanity, now and into the future. However, to do this, it needs more clarity of meaning, concentrating on sustainable livelihoods and well-being rather than well-having, and long term environmental sustainability, which requires a strong basis in principles that link the social and environmental to human equity. Copyright © 2005 John Wiley & Sons, Ltd and ERP Environment.",2277
https://openalex.org/W1984152675,Community-Based Participatory Research Contributions to Intervention Research: The Intersection of Science and Practice to Improve Health Equity,2010,"Community-based participatory research (CBPR) has emerged in the last decades as a transformative research paradigm that bridges the gap between science and practice through community engagement and social action to increase health equity. CBPR expands the potential for the translational sciences to develop, implement, and disseminate effective interventions across diverse communities through strategies to redress power imbalances; facilitate mutual benefit among community and academic partners; and promote reciprocal knowledge translation, incorporating community theories into the research. We identify the barriers and challenges within the intervention and implementation sciences, discuss how CBPR can address these challenges, provide an illustrative research example, and discuss next steps to advance the translational science of CBPR.",2275
https://openalex.org/W1931094051,Culturally Relevant Pedagogy 2.0: a.k.a. the Remix,2014,"In this article, Ladson-Billings reflects on the history of her theory of culturally relevant pedagogy and the ways it has been used and misused since its inception. She argues for the importance of dynamic scholarship and suggests that it is time for a “remix” of her original theory: culturally sustaining pedagogy, as proposed by Paris (2012). Ladson-Billings discusses her work with the hip-hop and spoken word program First Wave as an example of how culturally sustaining pedagogy allows for a fluid understanding of culture, and a teaching practice that explicitly engages questions of equity and justice. Influenced by her experience with the First Wave program, Ladson-Billings welcomes the burgeoning literature on culturally sustaining pedagogy as a way to push forward her original goals of engaging critically in the cultural landscapes of classrooms and teacher education programs.",2251
https://openalex.org/W2050886799,Mandatory IFRS Reporting around the World: Early Evidence on the Economic Consequences,2008,"ABSTRACT This paper examines the economic consequences of mandatory International Financial Reporting Standards (IFRS) reporting around the world. We analyze the effects on market liquidity, cost of capital, and Tobin's q in 26 countries using a large sample of firms that are mandated to adopt IFRS. We find that, on average, market liquidity increases around the time of the introduction of IFRS. We also document a decrease in firms' cost of capital and an increase in equity valuations, but only if we account for the possibility that the effects occur prior to the official adoption date. Partitioning our sample, we find that the capital‐market benefits occur only in countries where firms have incentives to be transparent and where legal enforcement is strong, underscoring the central importance of firms' reporting incentives and countries' enforcement regimes for the quality of financial reporting. Comparing mandatory and voluntary adopters, we find that the capital market effects are most pronounced for firms that voluntarily switch to IFRS, both in the year when they switch and again later, when IFRS become mandatory. While the former result is likely due to self‐selection, the latter result cautions us to attribute the capital‐market effects for mandatory adopters solely or even primarily to the IFRS mandate. Many adopting countries make concurrent efforts to improve enforcement and governance regimes, which likely play into our findings. Consistent with this interpretation, the estimated liquidity improvements are smaller in magnitude when we analyze them on a monthly basis, which is more likely to isolate IFRS reporting effects.",2227
https://openalex.org/W2054028789,Teacher Quality and Student Achievement,2000,"Using data from a 50-state survey of policies, state case study analyses, the 1993-94 Schools and Staffing Surveys (SASS), and the National Assessment of Educational Progress (NAEP), this study examines the ways in which teacher qualifications and other school inputs are related to student achievement across states. The findings of both the qualitative and quantitative analyses suggest that policy investments in the quality of teachers may be related to improvements in student performance. Quantitative analyses indicate that measures of teacher preparation and certification are by far the strongest correlates of student achievement in reading and mathematics, both before and after controlling for student poverty and language status. State policy surveys and case study data are used to evaluate policies that influence the overall level of teacher qualifications within and across states. This analysis suggests that policies adopted by states regarding teacher education, licensing, hiring, and professional development may make an important difference in the qualifications and capacities that teachers bring to their work. The implications for state efforts to enhance quality and equity in public education are discussed.",2212
https://openalex.org/W3125129652,"Baby Boomer retirement security: The roles of planning, financial literacy, and housing wealth",2007,,2178
https://openalex.org/W1969085745,Smart cities of the future,2012,"urban populations. We begin by defining the state of the art, explaining the science of smart cities. We define six scenarios based on new cities badging themselves as smart, older cities regenerating themselves as smart, the development of science parks, tech cities, and technopoles focused on high technologies, the development of urban services using contemporary ICT, the use of ICT to develop new urban intelligence functions, and the development of online and mobile forms of participation. Seven project areas are then proposed: Integrated Databases for the Smart City, Sensing, Networking and the Impact of New Social Media, Modelling Network Performance, Mobility and Travel Behaviour, Modelling Urban Land Use, Transport and Economic Interactions, Modelling Urban Transactional Activities in Labour and Housing Markets, Decision Support as Urban Intelligence, Participatory Governance and Planning Structures for the Smart City. Finally we anticipate the paradigm shifts that will occur in this research and define a series of key demonstrators which we believe are important to progressing a science of smart cities.",2141
https://openalex.org/W3124982262,"Liberalization, Moral Hazard in Banking, and Prudential Regulation: Are Capital Requirements Enough?",2000,"In a dynamic model of moral hazard, competition can undermine prudent bank behavior. While capital-requirement regulation can induce prudent behavior, the policy yields Pareto-inefficient outcomes. Capital requirements reduce gambling incentives by putting bank equity at risk. However, they also have a perverse effect of harming banks' franchise values, thus encouraging gambling. Pareto-efficient outcomes can be achieved by adding deposit-rate controls as a regulatory instrument, since they facilitate prudent investment by increasing franchise values. Even if deposit-rate ceilings are not binding on the equilibrium path, they may be useful in deterring gambling off the equilibrium path. (JEL G2, E4, L5)",2119
https://openalex.org/W3121164101,Does financial liberalization spur growth?,2005,,2045
https://openalex.org/W3123639445,Betting against beta,2013,"We present a model with leverage and margin constraints that vary across investors and time. We find evidence consistent with each of the model's five central predictions: (1) Because constrained investors bid up high-beta assets, high beta is associated with low alpha, as we find empirically for US equities, 20 international equity markets, Treasury bonds, corporate bonds, and futures. (2) A betting against beta (BAB) factor, which is long leveraged low-beta assets and short high-beta assets, produces significant positive risk-adjusted returns. (3) When funding constraints tighten, the return of the BAB factor is low. (4) Increased funding liquidity risk compresses betas toward one. (5) More constrained investors hold riskier assets.",2043
https://openalex.org/W2135504732,Conducting a critical interpretive synthesis of the literature on access to healthcare by vulnerable groups,2006,"BACKGROUND: Conventional systematic review techniques have limitations when the aim of a review is to construct a critical analysis of a complex body of literature. This article offers a reflexive account of an attempt to conduct an interpretive review of the literature on access to healthcare by vulnerable groups in the UK METHODS: This project involved the development and use of the method of Critical Interpretive Synthesis (CIS). This approach is sensitised to the processes of conventional systematic review methodology and draws on recent advances in methods for interpretive synthesis. RESULTS: Many analyses of equity of access have rested on measures of utilisation of health services, but these are problematic both methodologically and conceptually. A more useful means of understanding access is offered by the synthetic construct of candidacy. Candidacy describes how people's eligibility for healthcare is determined between themselves and health services. It is a continually negotiated property of individuals, subject to multiple influences arising both from people and their social contexts and from macro-level influences on allocation of resources and configuration of services. Health services are continually constituting and seeking to define the appropriate objects of medical attention and intervention, while at the same time people are engaged in constituting and defining what they understand to be the appropriate objects of medical attention and intervention. Access represents a dynamic interplay between these simultaneous, iterative and mutually reinforcing processes. By attending to how vulnerabilities arise in relation to candidacy, the phenomenon of access can be better understood, and more appropriate recommendations made for policy, practice and future research. DISCUSSION: By innovating with existing methods for interpretive synthesis, it was possible to produce not only new methods for conducting what we have termed critical interpretive synthesis, but also a new theoretical conceptualisation of access to healthcare. This theoretical account of access is distinct from models already extant in the literature, and is the result of combining diverse constructs and evidence into a coherent whole. Both the method and the model should be evaluated in other contexts.",2021
https://openalex.org/W2343343747,Sex and Gender Equity in Research: rationale for the SAGER guidelines and recommended use,2016,"BACKGROUND: Sex and gender differences are often overlooked in research design, study implementation and scientific reporting, as well as in general science communication. This oversight limits the generalizability of research findings and their applicability to clinical practice, in particular for women but also for men. This article describes the rationale for an international set of guidelines to encourage a more systematic approach to the reporting of sex and gender in research across disciplines. METHODS: A panel of 13 experts representing nine countries developed the guidelines through a series of teleconferences, conference presentations and a 2-day workshop. An internet survey of 716 journal editors, scientists and other members of the international publishing community was conducted as well as a literature search on sex and gender policies in scientific publishing. RESULTS: The Sex and Gender Equity in Research (SAGER) guidelines are a comprehensive procedure for reporting of sex and gender information in study design, data analyses, results and interpretation of findings. CONCLUSIONS: The SAGER guidelines are designed primarily to guide authors in preparing their manuscripts, but they are also useful for editors, as gatekeepers of science, to integrate assessment of sex and gender into all manuscripts as an integral part of the editorial process.",2019
https://openalex.org/W3126017435,Toward an Implied Cost of Capital,2001,"In this study, we propose an alternative technique for estimating the cost of equity capital. Specifically, we use a discounted residual income model to generate a market implied cost‐of‐capital. We then examine firm characteristics that are systematically related to this estimate of cost‐of‐capital. We show that a firm's implied cost‐of‐capital is a function of its industry membership, B/M ratio, forecasted long‐term growth rate, and the dispersion in analyst earnings forecasts. Together, these variables explain around 60% of the cross‐sectional variation in future (two‐year‐ahead) implied costs‐of‐capital. The stability of these long‐term relations suggests they can be exploited to estimate future costs‐of‐capital. We discuss the implications of these findings for capital budgeting, investment decisions, and valuation research.",1960
https://openalex.org/W3125346872,Default Risk in Equity Returns,2004,"ABSTRACT This is the first study that uses Merton's (1974) option pricing model to compute default measures for individual firms and assess the effect of default risk on equity returns. The size effect is a default effect, and this is also largely true for the book‐to‐market (BM) effect. Both exist only in segments of the market with high default risk. Default risk is systematic risk. The Fama–French (FF) factors SMB and HML contain some default‐related information, but this is not the main reason that the FF model can explain the cross section of equity returns.",1958
https://openalex.org/W3124437711,Foreign Speculators and Emerging Equity Markets,2000,"We propose a cross‐sectional time‐series model to assess the impact of market liberalizations in emerging equity markets on the cost of capital, volatility, beta, and correlation with world market returns. Liberalizations are defined by regulatory changes, the introduction of depositary receipts and country funds, and structural breaks in equity capital flows to the emerging markets. We control for other economic events that might confound the impact of foreign speculators on local equity markets. Across a range of specifications, the cost of capital always decreases after a capital market liberalization with the effect varying between 5 and 75 basis points.",1937
https://openalex.org/W3122935004,Familiarity Breeds Investment,2001,"Shareholders of a Regional Bell Operating Company (RBOC) tend to live in the area which it serves, and an RBOC's customers tend to hold its shares rather than other RBOCs' equity. The geographic bias of the RBOC investors is closely related to the general tendency of households' portfolios to be concentrated, of employees' tendency to own their employers' stocks in their retirement accounts, and to the home country bias in the international arena. Together, these phenomena provide compeling evidence that people invest in the familiar while often ignoring the principles of portfolio theory.",1912
https://openalex.org/W3124478565,The colors of investors’ money: The role of institutional investors around the world,2008,,1882
https://openalex.org/W3121456122,The relevance of the value-relevance literature for financial accounting standard setting,2001,,1856
